codigo_ocorrencia4,recomendacao_numero,recomendacao_dia_assinatura,recomendacao_dia_encaminhamento,recomendacao_dia_feedback,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario,,,,,,,
66503,A-040/CENIPA/2017 - 03,2019-12-18,2020-01-13,2020-01-23,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
66489,A-039/CENIPA/2017 - 01,2018-07-27,2018-08-13,2020-05-05,Atuar junto à Mirim Aviação Agrícola Ltda.,,,,,,,,,,
66457,A-036/CENIPA/2017 - 01,2022-05-08,2022-10-08,2022-09-15,Divulgar os ensinamentos colhidos nesta investigação às empresas aéreas que realizam operações offshore,,,,,,,,,,
66457,A-036/CENIPA/2017 - 02,2022-05-08,2022-08-22,NULL,Analisar a viabilidade de solicitar à Petrobras a realização de estudo do ambiente eólico sobre o helideck da P-37 e demais plataformas com características similares às da P-37,,,,,,,,,,
66451,A-034/CENIPA/2017 - 01,2019-08-04,2019-04-17,2019-05-23,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
66451,A-034/CENIPA/2017 - 02,2019-08-04,2019-04-17,2019-05-23,Atuar junto às Clínicas Médicas credenciadas por essa Agência,,,,,,,,,,
66450,IG-033/CENIPA/2017 - 01,2018-10-05,2018-10-05,NULL,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
66450,IG-033/CENIPA/2017 - 02,2018-10-05,2018-10-05,NULL,ATUAR JUNTO à FLORIPA FLIGHT TRAINING,,,,,,,,,,
66450,IG-033/CENIPA/2017 - 03,2018-10-05,2018-05-22,2019-10-04,ATUAR JUNTO à FLORIPA FLIGHT TRAINING,,,,,,,,,,
66444,IG-032/CENIPA/2017-01,2019-06-08,2019-08-20,2021-12-02,AVALIAR,,,,,,,,,,
66432,IG - 031/CENIPA/2017-01,2017-06-06,2017-06-13,2022-01-20,Assegurar-se de que os processos referentes aos requisitos de instalação das cablagens e do controle de qualidade da produção do Fabricante da aeronave,,,,,,,,,,
66432,IG-031/CENIPA/2017 - 03,2017-10-27,2017-11-16,2018-06-18,Assegurar-se que a documentação disponível,,,,,,,,,,
66432,IG-031/CENIPA/2017 - 04,2017-10-27,2017-11-16,2018-06-18,Implementar medidas de forma que fique assegurado que todos os tripulantes de aeronaves equipadas com machadinha estejam proficientes com relação à sua adequada utilização como equipamento para o combate ao fogo no interior das aeronaves,,,,,,,,,,
66432,IG-031/CENIPA/2017 - 05,2019-03-09,2019-12-09,2020-07-22,Atuar junto à Embraer S/A,,,,,,,,,,
66432,IG-031/CENIPA/2017 - 06,2019-03-09,2019-12-09,2020-07-22,Atuar junto à Azul Linhas Aéreas Brasileiras S.A.,,,,,,,,,,
66432,IG-031/CENIPA/2017 - 07,2019-03-09,2019-12-09,2019-08-10,Atuar junto ao Grupo de Transporte Especial (GTE),,,,,,,,,,
66432,IG-031/CENIPA/2017 - 08,2019-03-09,2019-12-09,2019-08-10,Atuar junto ao Grupo de Transporte Especial (GTE),,,,,,,,,,
66432,IG-031/CENIPA/2017 - 09,2019-03-09,2019-12-09,NULL,Implementar medidas que assegurem que todos os tripulantes de aeronaves equipadas com machadinha,,,,,,,,,,
66432,IG-031/CENIPA/2017 - 10,2019-03-09,2019-12-09,2020-08-05,Atuar junto ao Grupo Especial de Inspeção em Vôo (GEIV) e ao Segundo Centro Integrado de Defesa Aérea e Controle de Tráfego Aéreo (CINDACTA 2),,,,,,,,,,
66432,IG-031/CENIPA/2017 - 11,2020-02-10,2020-10-22,NULL,Atuar junto à Embraer S/A,,,,,,,,,,
66432,IG-031/CENIPA/2017 - 12,2020-02-10,2020-10-22,2021-11-03,Atuar junto à Azul Linhas Aéreas Brasileiras S.A.,,,,,,,,,,
66432,IG-031/CENIPA/2017-02,2017-06-06,2017-06-13,2022-01-20,Interagir com o Fabricante da Aeronave para que sejam implementados mecanismos de inspeção e controle,,,,,,,,,,
66431,A-028/CENIPA/2017 - 01,2019-01-29,2019-02-21,2019-03-05,ATUAR JUNTO à HERINGER TáXI AéREO LTDA.,,,,,,,,,,
66431,A-028/CENIPA/2017 - 02,2019-01-29,2019-02-21,2019-03-05,ATUAR JUNTO à HERINGER TáXI AéREO LTDA.,,,,,,,,,,
66431,A-028/CENIPA/2017 - 03,2019-01-29,2019-02-21,2019-03-05,ATUAR JUNTO à HERINGER TáXI AéREO LTDA.,,,,,,,,,,
66394,A-025/CENIPA/2017 - 01,2017-02-05,2017-05-15,2017-12-06,Realizar uma auditora na Oficina responsável pela manutenção do trem de pouso,,,,,,,,,,
66352,A-021/CENIPA/2017 - 01,2020-05-29,2020-06-23,2020-11-08,ATUAR JUNTO à BOLZAER AVIAçãO AGRíCOLA LTDA. - ME,,,,,,,,,,
66350,IG-019/CENIPA/2017 - 01,2018-04-09,2018-07-11,2020-08-25,Atuar junto à Industria Aeronáutica Neiva S.A (EMBRAER),,,,,,,,,,
66350,IG-019/CENIPA/2017 - 02,2018-04-09,2018-07-11,2018-12-31,Analisar a pertinência de atualizar a Diretriz de Aeronavegabilidade (DA) 98-01-01,,,,,,,,,,
66349,A-052/CENIPA/2017 - 01,2018-04-09,2018-04-09,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
66335,A-020/CENIPA/2017 - 01,2018-04-12,2018-04-12,NULL,Atuar junto à SEPAL SERV. ESP. DE PULVER. AEREAS LTDA,,,,,,,,,,
66334,A-024/CENIPA/2017 - 01,2017-10-27,2017-10-27,NULL,Atuar junto à Sana Agro Aérea Ltda.,,,,,,,,,,
66332,A-017/CENIPA/2017 - 01,2019-08-04,2019-08-04,NULL,ATUAR JUNTO à NITZ AVIAÇÃO AGRÍCOLA LTDA,,,,,,,,,,
66332,A-017/CENIPA/2017 - 02,2019-08-04,2019-08-04,NULL,ATUAR JUNTO à NITZ AVIAÇÃO AGRÍCOLA LTDA,,,,,,,,,,
66309,A-013/CENIPA/2017 - 01,2018-01-16,2018-01-16,NULL,Divulgar os ensinamentos advindos da investigação do acidente aeronáutico com a aeronave PR-SOM,,,,,,,,,,
66309,A-013/CENIPA/2017 - 02,2018-01-16,2018-01-16,NULL,Revisar os requisitos existentes a fim de enfatizar,,,,,,,,,,
66253,A-008/CENIPA/2017 - 01,2017-06-22,2017-06-30,2017-08-17,Realizar gestões junto ao Operador com o intuito de verificar a efetividade dos mecanismos de Supervisão Gerencial das atividades aeroagrícolas,,,,,,,,,,
66247,A-006/CENIPA/2017-01,2020-11-03,2020-03-19,2020-06-16,Atuar junto à Aeroarroz Aviação Agrícola Ltda.,,,,,,,,,,
66223,A-002/CENIPA/2017 -01,2020-04-22,2020-04-05,2020-08-24,ATUAR JUNTO AO AEROCLUBE DE CANELA,,,,,,,,,,
66221,A-174/CENIPA/2016 - 01,2018-10-05,2018-10-05,NULL,Atuar,,,,,,,,,,
66216,IG-007/CENIPA/2017 - 01,2017-01-08,2017-01-08,NULL,Realizar gestões junto à Teruel Aviação Agrícola Ltda. com o objetivo de que seja reforçado o treinamento periódico de suas tripulações com informações sobre os limites estabelecidos pelo fabricante das aeronaves operadas pela empresa,,,,,,,,,,
66215,A-003/CENIPA/2017 - 01,2017-01-08,2017-01-08,NULL,Realizar gestões junto à AEROIMPAR AVIAÇÃO AGRÍCOLA LTDA. com o intuito de que a organização passe a exercer uma supervisão gerencial efetiva na padronização dos procedimentos operacionais utilizados no planejamento e preparação dos voos.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
66204,A-175/CENIPA/2016 - 01,2017-01-08,2017-01-08,NULL,Atuar junto ao operador visando assegurar-se da existência de processos organizacionais adequados de planejamento,,,,,,,,,,
66203,A-001/CENIPA/2017 - 01,2017-10-27,2017-10-27,NULL,Realizar uma auditoria na empresa operadora da aeronave,,,,,,,,,,
66192,A-173/CENIPA/2016 - 01,2017-05-26,2017-01-06,2017-06-13,Divulgar os ensinamentos advindos da presente investigação,,,,,,,,,,
66160,A-170/CENIPA/2016 - 01,2021-09-17,2021-09-29,2022-03-25,Analisar os resultados de estudos acadêmicos produzidos,,,,,,,,,,
66156,A-172/CENIPA/2016- 01,2019-01-29,2019-02-25,2019-03-05,ATUAR JUNTO à PARINTINS MNT DE ANV COM E SERVIÇOS,,,,,,,,,,
66156,A-172/CENIPA/2016- 02,2019-01-29,2019-02-25,2019-03-05,ATUAR JUNTO à PARINTINS TáXI AéREO LTDA.,,,,,,,,,,
66131,A-169/CENIPA/2016 - 01,2018-10-05,2018-10-05,NULL,Atuar junto à PLA & SILVA AVIAÇÃO AGRIC. LTDA.,,,,,,,,,,
66131,A-169/CENIPA/2016 - 02,2018-10-05,2018-10-05,NULL,Atuar junto à PLA & SILVA AVIAÇÃO AGRIC. LTDA.,,,,,,,,,,
66131,A-169/CENIPA/2016 - 03,2018-10-05,2018-10-05,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
66128,A-168/CENIPA/2016 - 01,2022-09-02,2022-11-02,2022-02-15,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
66094,IG-167/CENIPA/2016 - 01,2018-10-05,2018-10-05,NULL,Atuar junto à Oficina de Manutenção de Aeronaves Ltda. (OMAER),,,,,,,,,,
66093,A-166/CENIPA/2016 - 01,2018-06-25,2018-06-25,NULL,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
66090,IG-163/CENIPA/2014 - 01,2017-01-08,2017-01-08,NULL,Tendo em vista a grande reincidência de Ocorrências Aeronáuticas envolvendo o Aeroclube de Braganca Paulista,,,,,,,,,,
66086,A-162/CENIPA/2017 - 01,2018-07-11,2018-11-27,2019-07-16,ATUAR JUNTO à TIARTE COMéRCIO E MANUTENçãO,,,,,,,,,,
66086,A-162/CENIPA/2017 - 02,2018-07-11,2018-11-27,2019-07-16,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
66078,A-157/CENIPA/2016 - 01,2019-06-08,2019-08-20,2019-12-11,ATUAR JUNTO à AGD AVIATION ESCOLA DE AVIAçãO CIVIL LTDA.,,,,,,,,,,
66078,A-157/CENIPA/2016 - 02,2019-06-08,2019-08-20,2020-04-14,REALIZAR UMA AUDITORIA NA HELICOP CHART. SERV. BRASIL TAXI AER.,,,,,,,,,,
66076,IG-156/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-08-31,Atuar junto ao operador,,,,,,,,,,
66065,A - 154/CENIPA/2016  - 01,2017-01-08,2017-08-29,2018-04-25,Divulgar os ensinamento colhidos na presente investigação,,,,,,,,,,
66065,A - 154/CENIPA/2016  - 02,2017-01-08,2017-08-29,2018-04-25,Estabelecer  mecanismos  para  assegurar  que  sejam  realizados  voos  de  reconhecimento de área pelos pilotos agrícolas antes do início da aplicação em cada lavoura,,,,,,,,,,
66065,A - 154/CENIPA/2016  - 03,2017-01-08,2017-08-29,2018-05-22,Aprimorar  os  mecanismos  de  fiscalização,,,,,,,,,,
66065,A - 154/CENIPA/2016  - 04,2017-01-08,2017-08-29,2018-04-25,Estudar a necessidade de adequação da regulamentação às especificidades da operação agrícola realizada por helicópteros,,,,,,,,,,
66049,A-152/CENIPA/2016-01,2017-01-08,2017-08-29,2019-07-17,DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO,,,,,,,,,,
66049,A-152/CENIPA/2016-02,2017-01-08,2017-08-29,2019-12-11,REALIZAR UMA AUDITORIA NO OPERADOR DA AERONAVE,,,,,,,,,,
65982,A-147/CENIPA/2016-01,2020-04-22,2020-04-05,2020-05-27,Divulgar os ensinamentos colhidos na presente investigação sobre a correta utilização do sistema de aquecimento do motor proveniente do carburador,,,,,,,,,,
65981,IG-145/CENIPA/2016 - 01,2019-01-29,2019-02-21,2019-07-17,ATUAR JUNTO à OFICINA AGUSTA WESTLAND DO BRASIL LTDA. (COM N° 0001-02/ANAC),,,,,,,,,,
65923,A-141/CENIPA/2016 - 01,2021-09-17,2021-05-10,2022-03-30,Atuar junto à Direta Aviação Agrícola Ltda.,,,,,,,,,,
65923,A-141/CENIPA/2016 - 02,2021-09-17,2021-05-10,2022-11-01,Atuar junto à OM IMAER - Ibitinga Manutenção de Aeronaves e Peças Ltda.,,,,,,,,,,
65923,A-141/CENIPA/2016 - 03,2021-09-17,2021-05-10,NULL,Considerar a adequabilidade e viabilidade de reavaliar os critérios e procedimentos estabelecidos na Instrução Suplementar (IS) nº 91.409-001,,,,,,,,,,
65923,A-141/CENIPA/2016 - 04,2021-09-17,2021-05-10,2021-10-14,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
65813,A-133/CENIPA/2016 - 01,2018-05-17,2018-06-15,2018-07-23,Atuar junto à oficina de manutenção Hora,,,,,,,,,,
65810,A-132 /CENIPA/2016 - 01,2017-05-26,2017-01-06,2017-12-09,Realizar   gestões   junto   ao   Operador   com   o   intuito   de   verificar   a   efetividade   dos mecanismos  de  Supervisão  Gerencial  das  atividades  aeroagrícolas,,,,,,,,,,
65808,A-131/CENIPA/2016-01,2018-10-05,2018-05-22,2020-11-05,ATUAR JUNTO A AERO AGRíCOLA CAIçARA LTDA.,,,,,,,,,,
65771,A-126/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-10-18,Realizar gestões junto ao Aeroclube de Ponta Grossa,,,,,,,,,,
65754,A-124/CENIPA/2016 - 01,2021-12-02,2021-02-27,2021-07-04,Atuar junto à autoridade da aviação civil norte-americana,,,,,,,,,,
65754,A-124/CENIPA/2016 - 02,2021-12-02,2021-02-27,2021-07-04,Atuar junto à autoridade da aviação civil norte-americana,,,,,,,,,,
65745,A-129/CENIPA/2016 - 01,2017-06-22,2017-06-30,2018-01-15,Atuar junto ao operador da aeronave a fim de garantir que seja estabelecido um mecanismo efetivo para o controle de atualização das escriturações das cadernetas de manutenção das aeronaves daquela escola de aviação.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
65745,A-129/CENIPA/2016 - 02,2017-06-22,2017-06-30,2018-01-15,Atuar junto ao operador da aeronave,,,,,,,,,,
65745,A-129/CENIPA/2016 - 03,2017-06-22,2017-06-30,2018-01-15,Atuar junto à oficina de manutenção que realizou a última inspeção de 100 horas da aeronave antes do acidente,,,,,,,,,,
65717,A-121/CENIPA/2016 - 01,2017-10-27,2017-11-16,2018-01-15,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
65717,A-121/CENIPA/2016 - 02,2017-10-27,2017-11-16,2018-01-15,Realizar um estudo acerca da possibilidade de se implantar nas Fichas de Avaliação de Pilotos,,,,,,,,,,
65569,A-112/CENIPA/2016 - 01,2021-11-16,2021-12-22,NULL,Implementar as ações recomendadas no item 7.2 do Relatório de Analises de Ocorrências intitulado “Análise Qualitativa dos Relatórios Finais das ocorrências com aeronaves de matrícula brasileira nos últimos 10 anos (2010-2019) classificados como Falha de Motor em Voo (SCF-PP)”,,,,,,,,,,
65569,A-112/CENIPA/2016 - 02,2021-11-16,2021-12-22,NULL,Atuar junto aos Centros de Instrução da Aviação Civil (CIAC),,,,,,,,,,
65569,A-112/CENIPA/2016 - 03,2021-11-16,2021-12-22,NULL,Divulgar os ensinamentos colhidos nesta investigação aos Centros de Instrução da Aviação Civil (CIAC),,,,,,,,,,
65548,A-111/CENIPA/2016 - 01,2021-09-17,2021-05-10,2021-10-14,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
65536,IG-110/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-09-27,Atuar junto ao Operador do Aeródromo de Flores a fim de garantir o fiel cumprimento dos aspectos descritos no Plano Básico de Gerenciamento de Risco de Fauna (PBGRF),,,,,,,,,,
65493,A-107/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-08-24,Divulgar os ensinamentos advindos da presente investigação,,,,,,,,,,
65493,A-107/CENIPA/2016 - 02,2017-06-22,2017-06-30,2017-08-24,Aprimorar os mecanismos de fiscalização,,,,,,,,,,
65469,A-106/CENIPA/2016 - 01,2018-10-05,2018-05-22,2018-05-06,Divulgar o presente relatório,,,,,,,,,,
65425,A-101/CENIPA/2016 - 01,2021-08-19,2021-08-26,2021-12-11,Atuar junto à organização de manutenção REMAER Aviação e Comércio Ltda.,,,,,,,,,,
65425,A-101/CENIPA/2016 - 02,2021-08-19,2021-08-26,2021-09-16,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
65421,A-098/CENIPA/2016 - 01,2019-06-28,2019-06-28,2020-05-05,Atuar junto à empresa Aeroagrícola Chapadão Ltda.,,,,,,,,,,
65414,IG-099/CENIPA/2016 - 02,2018-10-05,2018-10-05,2020-08-25,Atuar junto a Frisonfly Escola de Aviação Civil Ltda.,,,,,,,,,,
65412,IG-100/CENIPA/2016 - 01,2017-10-27,2017-10-27,NULL,Atuar junto ao operador,,,,,,,,,,
65412,IG-100/CENIPA/2016 - 02,2017-10-27,2017-10-27,NULL,Atuar junto à oficina Algar Aviation (CHE ANAC 7701-01),,,,,,,,,,
65360,A-094/CENIPA/2016-01,2019-05-16,2019-05-28,2019-12-11,REVER OS REQUISITOS PARA A AVALIAçãO PSICOLóGICA DE PILOTOS,,,,,,,,,,
65360,A-094/CENIPA/2016-02,2019-05-16,2019-05-16,2019-07-16,ANALISAR A VIABILIDADE DE IMPLEMENTAçãO DE PROCEDIMENTOS QUE GARANTAM àS CLíNICAS HOMOLOGADAS PARA A EMISSãO DO CERTIFICADO MéDICO AERONáUTICO (CMA) O ACESSO A UM PRONTUáRIO MéDICO UNIFICADO E ATUALIZADO,,,,,,,,,,
65359,IG-160/CENIPA/2016 - 01,2019-05-16,2019-05-28,2019-07-17,Atuar junto ao Aeroclube de Piracicaba,,,,,,,,,,
65359,IG-160/CENIPA/2016 - 02,2019-05-16,2019-05-28,2019-07-17,Atuar junto ao Aeroclube de Piracicaba,,,,,,,,,,
65318,IG-092/CENIPA/2016 - 01,2019-10-28,2019-05-11,2020-03-25,Atuar junto ao operador do Aeroporto de Pirapora (SNPX),,,,,,,,,,
65318,IG-092/CENIPA/2016 - 02,2019-10-28,2019-05-11,2020-03-11,Atuar junto ao Certificador Primário da aeronave a fim de analisar a pertinência de incluir no manual de manutenção ou diretiva técnica da aeronave Baron modelo 58P,,,,,,,,,,
65318,IG-092/CENIPA/2016 - 03,2019-10-28,2019-05-11,2019-11-27,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
65318,IG-092/CENIPA/2016 - 04,2019-10-28,2019-05-11,2020-07-30,Atuar junto ao Certificador Primário da aeronave modelo Baron 58P a fim de analisar a pertinência de incluir em seu Manual de Voo a verificação do nível de fluído hidráulico do reservatório do sistema de freios,,,,,,,,,,
65292,A-091/CENIPA/2016 - 01,2017-02-05,2017-05-15,2018-04-01,Atuar junto ao administrador do Aeroclube de Santa Catarina para que sejam reforçadas as medidas restritivas ao acesso de pessoas e veículos,,,,,,,,,,
65292,A-091/CENIPA/2016 - 02,2017-02-05,2017-05-15,2018-04-01,Atuar junto ao administrador do Aeroclube de Santa Catarina,,,,,,,,,,
65270,IG-089/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-07-26,Efetuar gestões de forma que fique assegurado que as oficinas responsáveis pelas manutenções das aeronaves modelo CAP-4,,,,,,,,,,
65270,IG-089/CENIPA/2016 - 02,2017-06-22,2017-06-30,2017-07-26,Assegurar-se de que as oficinas de manutenção responsáveis pelos procedimentos de manutenção nos motores Continental,,,,,,,,,,
65244,A-087/CENIPA/2016 - 01,2020-04-22,2020-05-21,2021-03-19,Atuar junto à organização de manutenção TBA - Tecnologia Brasileira de Aeronáutica S/A,,,,,,,,,,
65244,A-087/CENIPA/2016 - 02,2020-04-22,2020-05-21,2021-03-19,Atuar junto à organização de manutenção TBA - Tecnologia Brasileira Aeronáutica,,,,,,,,,,
65244,A-087/CENIPA/2016 - 03,2020-04-22,2020-05-21,2020-10-23,Atuar junto ao Operador,,,,,,,,,,
65218,A-086/CENIPA/2016 - 01,2020-10-29,2020-11-27,2020-12-17,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
65198,IG-084/CENIPA/2016 - 01,2019-11-03,2019-03-18,2019-05-13,Atuar junto ao IBAMA,,,,,,,,,,
65198,IG-084/CENIPA/2016 - 02,2019-11-03,2019-03-18,2019-05-13,Atuar junto ao IBAMA,,,,,,,,,,
65198,IG-084/CENIPA/2016 - 03,2019-11-03,2019-03-18,2019-05-13,Atuar junto ao IBAMA,,,,,,,,,,
65198,IG-084/CENIPA/2016 - 04,2019-11-03,2019-03-18,2019-05-13,Atuar junto ao IBAMA,,,,,,,,,,
65198,IG-084/CENIPA/2016 - 05,2019-11-03,2019-03-18,2019-05-13,Atuar junto ao IBAMA,,,,,,,,,,
65198,IG-084/CENIPA/2016 - 06,2019-11-03,2019-03-18,2019-05-13,Atuar junto ao IBAMA,,,,,,,,,,
65198,IG-084/CENIPA/2016 - 07,2019-11-03,2019-03-18,2019-05-13,Atuar junto ao IBAMA,,,,,,,,,,
61070,IG-076/CENIPA/2016 - 01,2017-05-26,2017-01-06,2017-08-28,Atuar junto ao operador do aeroporto do município de Redenção,,,,,,,,,,
61070,IG-076/CENIPA/2016 - 02,2017-05-26,2017-01-06,2017-08-28,Atuar junto ao operador do aeroporto do município de Redenção a fim de certificar-se de que o treinamento de seus funcionários enfatiza as respectivas responsabilidades por ocasião de uma ocorrência aeronáutica em conformidade com a NSCA 3-13.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
61051,A-079/CENIPA/2016 - 01,2018-07-27,2018-08-13,2018-08-27,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
61031,A-078/CENIPA/2016 - 01,2019-05-16,2019-05-27,2019-01-07,Atuar junto ao Batalhão de Operações Aéreas do Corpo de Bombeiros Militar de Santa Catarina (BOA/CBMSC),,,,,,,,,,
61012,A - 073/CENIPA/2016  - 01,2017-02-05,2017-01-06,2017-06-27,Disponibilizar aos pilotos material informativo sobre o fenômeno “Windshear”,,,,,,,,,,
61008,IG-070/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-08-31,Atuar junto ao Aeroclube de Ponta Grossa para que a entidade invista em treinamento do pessoal de manutenção,,,,,,,,,,
61008,IG-070/CENIPA/2016 - 02,2017-06-22,2017-06-30,2017-08-31,Atuar junto ao Aeroclube de Ponta Grossa de modo a aperfeiçoar seus procedimentos relativos à liberação das aeronaves após as inspeções.,IMPLEMENTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,,,,,,,
61003,A-072/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-07-17,Divulgar o conteúdo do presente relatório aos operadores de helicóptero,,,,,,,,,,
60983,A-065/CENIPA/2016 - 01,2018-07-27,2018-08-17,2019-07-17,Atuar junto a empresa Paramazônia Taxi Aéreo LTDA.,,,,,,,,,,
60983,A-065/CENIPA/2016 - 02,2018-07-27,2018-08-17,2019-07-17,Atuar junto a Paramazônia Taxi Aéreo LTDA.,,,,,,,,,,
60980,A-060/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-07-26,Realizar auditoria na empresa Nacional Manutenção de Aeronaves Ltda.,,,,,,,,,,
60975,A-063/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-09-27,Atuar junto ao operador a fim de garantir que no planejamento dos voos da empresa seja contemplada a avaliação da dimensão das pistas,,,,,,,,,,
60975,A-063/CENIPA/2016 - 02,2017-06-22,2017-06-30,2017-09-27,Verificar as reais condições da pista de SWAQ,,,,,,,,,,
60951,IG-056/CENIPA/2016-01,2017-01-08,2017-08-29,2019-07-22,Realizar uma auditoria na Escola de Aviação Civil do ABC Ltda.,,,,,,,,,,
60897,A-047/CENIPA/2016 - 01,2018-06-25,2018-06-25,NULL,Atuar junto ao Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveisa fim de que,,,,,,,,,,
60892,A-046/CENIPA/2016 - 01,2017-06-22,2017-06-30,2017-07-20,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
60882,A-049/CENIPA/2016-01,2019-08-04,2019-04-17,2019-07-23,Aprimorar os mecanismos de fiscalização adotados por esse Departamento,,,,,,,,,,
60882,A-049/CENIPA/2016-02,2019-08-04,2019-04-17,2019-12-26,Aprimorar os mecanismos de fiscalização adotados por essa Agência,,,,,,,,,,
60882,A-049/CENIPA/2016-03,2019-08-04,2019-04-17,2019-12-26,Atualizar os regulamentos da aviação civil brasileira,,,,,,,,,,
60882,A-049/CENIPA/2016-04,2019-08-04,2019-04-17,2019-12-26,Atualizar os regulamentos da aviação civil brasileira,,,,,,,,,,
60882,A-049/CENIPA/2016-05,2019-08-04,2019-04-17,2019-12-26,Divulgar os ensinamentos colhidos na presente investigação,,,,,,,,,,
60793,IG-039/CENIPA/2016-01,2018-10-05,2018-05-22,2020-05-13,ATUAR JUNTO A FOLIARAVIAçãO AGRíCOLA LTDA.,,,,,,,,,,
60793,IG-039/CENIPA/2016-02,2018-10-05,2018-05-22,2020-05-13,ATUAR JUNTO A FOLIARAVIAçãO AGRíCOLA LTDA.,,,,,,,,,,
60783,A-173/CENIPA/2015 - 01,2018-09-24,2018-07-11,2019-07-17,ATUAR JUNTO AO BATALHãO DE AVIAçãO DA POLíCIA MILITAR DO ESTADO DE SANTA CATARINA (BAPM-SC),,,,,,,,,,
60783,A-173/CENIPA/2015 - 02,2018-09-24,2018-07-11,2019-07-17,ATUAR JUNTO AO BAPM-SC,,,,,,,,,,
60783,A-173/CENIPA/2015 - 03,2018-09-24,2018-07-11,2019-07-17,ATUAR JUNTO à EMPRESA AEROMOT AERONAVES E MOTORES LTDA. A FIM DE QUE ESSA OFICINA NãO REALIZE NENHUM TIPO DE SERVIçO DE REPARO EM AERONAVE ACIDENTADA SEM COMUNICAçãO E AUTORIZAçãO DA AGêNCIA REGULADORA,,,,,,,,,,
60752,A-031/CENIPA/2016 - 01,2016-11-11,2016-12-14,2017-01-26,Reforçar junto ao operador da aeronave quanto ao cumprimento do item 137.521,,,,,,,,,,
